Razão Social,CNPJ,Linhas de Fornecimento,Tipo,Situação Documento,Documento,Status,Data de Vencimento,Situação Análise Documento
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,IBAMA - Certidão Negativa de Débitos,A vencer,2026-08-05T00:00:00-04:00,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,IBAMA - Certidão Negativa de Embargos,A vencer,2026-08-05T00:00:00-04:00,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,IBAMA - Consulta de Regularidade,A vencer,2026-09-08T00:00:00-04:00,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-09-03T00:00:00-04:00,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-12T00:00:00-04:00,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,CND Federal,A vencer,2027-01-17T00:00:00-04:00,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-03-03T00:00:00-04:00,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-08-30T00:00:00-04:00,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-03-03T00:00:00-04:00,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-10-01T00:00:00-04:00,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-26T00:00:00-04:00,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CND Federal,A vencer,2026-11-26T00:00:00-04:00,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-10-04T00:00:00-04:00,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-10-04T00:00:00-04:00,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-09T00:00:00-04:00,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,NEUTRO,Cartão CNPJ,A vencer,2028-01-01T00:00:00-04:00,APROVADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-09T00:00:00-04:00,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,IRREGULAR,CND Federal,A vencer,2026-11-29T00:00:00-04:00,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-03T00:00:00-04:00,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-10-01T00:00:00-04:00,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-10-01T00:00:00-04:00,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-12-26T00:00:00-04:00,APROVADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-25T00:00:00-04:00,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,NEUTRO,CND Federal,A vencer,2026-12-16T00:00:00-04:00,APROVADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,NEUTRO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-30T00:00:00-04:00,APROVADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-10-07T00:00:00-04:00,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-08-29T00:00:00-04:00,APROVADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-31T00:00:00-04:00,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,NEUTRO,CND Federal,A vencer,2026-08-29T00:00:00-04:00,APROVADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,NEUTRO,Cartão CNPJ,A vencer,2027-01-07T00:00:00-04:00,APROVADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-13T00:00:00-04:00,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,A vencer,2027-04-28T00:00:00-04:00,APROVADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-15T00:00:00-04:00,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,IRREGULAR,CND Federal,A vencer,2026-09-23T00:00:00-04:00,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,IRREGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-08-31T00:00:00-04:00,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-15T00:00:00-04:00,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,NEUTRO,CND Federal,A vencer,2026-12-03T00:00:00-04:00,APROVADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-13T00:00:00-04:00,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,A vencer,2026-08-04T00:00:00-04:00,APROVADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-23T00:00:00-04:00,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CND Federal,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,N/A,,REPROVADO
R.J.V ENGENHARIA LTDA,49663037000199,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,ALERTA,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,,NÃO ANALISADO
R.J.V ENGENHARIA LTDA,49663037000199,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
R.J.V ENGENHARIA LTDA,49663037000199,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
R.J.V ENGENHARIA LTDA,49663037000199,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-07-07T00:00:00-04:00,NÃO ANALISADO
R.J.V ENGENHARIA LTDA,49663037000199,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,IRREGULAR,CND Federal,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
R.J.V ENGENHARIA LTDA,49663037000199,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
R.J.V ENGENHARIA LTDA,49663037000199,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
R.J.V ENGENHARIA LTDA,49663037000199,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,IRREGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
R.M. LOCADORA DE VEICULOS E TURISMO LTDA,07882647000133,PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
R.M. LOCADORA DE VEICULOS E TURISMO LTDA,07882647000133,PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO,SERVICO,IRREGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
R.M. LOCADORA DE VEICULOS E TURISMO LTDA,07882647000133,PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
R.M. LOCADORA DE VEICULOS E TURISMO LTDA,07882647000133,PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-07-15T00:00:00-04:00,NÃO ANALISADO
R.M. LOCADORA DE VEICULOS E TURISMO LTDA,07882647000133,PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO,SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
R.M. LOCADORA DE VEICULOS E TURISMO LTDA,07882647000133,PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO,SERVICO,IRREGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
