Pe Nome Razaosocial,Pe Cpf Cnpj,Tb Pessoa Doc Certidao → Pdc Texto Pendencia,Tb Documento Certidao - Dc → Dc Titulo,Tb Solicitacao - So → So Situacao,Tb Marca Representacao - Mr → Mr Nome
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 07/26 - Julho 2026:

A análise de FOPAG, holerites e guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise da FOPAG e demais guias de impostos, será feita após a inclusão do documento.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,07/26 - Julho 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"CIPA - composição / reuniões / atas/ treinamento, Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"GFD - GUIA DO FGTS DIGITAL MENSAL, deve ser enviado o documento solicitado.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 04/26 - Abril 2026 - Folha de pagamento deve ser dos colaboradores que prestam atividades na Zurich.,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,04/26 - Abril 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"Avaliação ergonômica, deve ser enviado o documento solicitado.",Avaliação ergonômica,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"DCTFWEB, documento incompleto
Uma DCTFWeb completa precisa ter:
Base correta (eSocial + Reinf)
Débitos apurados corretamente
Créditos lançados
DARF gerado
Transmissão sem pendências",DCTFWEB,APROVADO,04/26 - Abril 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"PGR, sem plano de ação preenchido, sem ART com as assinaturas do engenheiro e do responsável pela empresa e sem relatório das assinaturas digitais.",PGR - GERAL,APROVADO,04/26 - Abril 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS, deve ser enviado o documento solicitado.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"PCMSO incompleto sem inventário de riscos, sem a tabela de periodicidade, sem relatório analítico e sem o relatório de assinatura digital.",PCMSO - GERAL,APROVADO,04/26 - Abril 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"Laudo de insalubridade, sem relatório de assinatura digital.",Laudo de insalubridade,APROVADO,12/25 - Dezembro 2025
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,Laudo de Periculosidade sem relatório de assinatura digital.,Laudo de Periculosidade,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL, deve ser enviado o documento solicitado.",TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,APROVADO,
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"CCT: Para validação, aprovação e oponibilidade fiscal/eSocial da CCT 2025/2026, solicitamos as seguintes correções (art. 614, CLT):
Registro MTE: Anexar o comprovante do Mediador MTE com o número de registro oficial.  Erro Material: Corrigir a Cláusula 23ª (data de reavaliação para fev/2026).  
Assinaturas: Garantir validação via Certificado Digital ICP-Brasil.  
eSocial: Parametrizar rubricas de abonos e informar o registro MTE.  
Ficamos no aguardo do documento atualizado para nova análise.",CONVENÇÃO COLETIVA DA CATEGORIA GERAL,APROVADO,
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"GFD - GUIA DO FGTS DIGITAL MENSAL - 06/26 - Junho 2026:

Ao não reajustar a base salarial conforme a CCT, os recolhimentos patronais de INSS e FGTS do mês foram apurados e pagos a menor, gerando passivo fiscal e trabalhista sob a responsabilidade da prestadora.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,06/26 - Junho 2026
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"DCTFWEB - 06/26 - Junho 2026:

Ao não reajustar a base salarial conforme a CCT, os recolhimentos patronais de INSS e FGTS do mês foram apurados e pagos a menor, gerando passivo fiscal e trabalhista sob a responsabilidade da prestadora.",DCTFWEB,APROVADO,06/26 - Junho 2026
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"CIPA - composição / reuniões / atas/ treinamento:

Necessário anexar certificados de validação das assinaturas presentes no documento para validação da integralidade do documento.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"Avaliação ergonômica: 

Documento obrigatório conforme  NR-17.",Avaliação ergonômica,APROVADO,
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026:

A Folha de Pagamento de Junho/2026 não cumpre as cláusulas econômicas vigentes da CCT 2025/2026 do SINAENCO-SC. A empresa mantém cargos técnicos e de engenharia com remunerações abaixo do piso salarial da categoria e sem a aplicação do reajuste retroativo devido desde a data-base (maio/2025).",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"PCMSO: Omissão de critérios (NR-07) - O documento foi emitido com data/vigência (pág. 1) incompatível com o ciclo atual do PGR (pág. 1, 8, 9). No sumário (pág. 2), há erro de paginação e exclusão do GHE 02. Além disso, omite acuidade visual para o GHE 04 (pág. 10) exigida para o GHE 03 sob os mesmos riscos de campo, e não detalha exames/condutas para exposição solar.  Alinhar vigências, corrigir sumário/GHEs e uniformizar os exames ocupacionais. 
OBRIGATÓRIO certificados de assinaturas.",PCMSO - GERAL,APROVADO,
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"PGR: Pendência legal e divergência metodológica. A ART apresenta status ""A PAGAR"" no rodapé (pág. 31), invalidando sua eficácia jurídica perante o CREA/NR-01. Além disso, a conclusão do PGR (pág. 21) afirma aplicar ações apenas para riscos médios/altos, mas o Plano de Ação (pág. 22-26) inclui medidas para riscos baixos, gerando incoerência na gestão do documento. OBRIGATÓRIO: Certificação de validação das assinaturas digitais dos responsáveis técnicos e representantes da empresa.",PGR - GERAL,APROVADO,
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"IBAMA - Certidão Negativa de Embargos:

Em substituição à Certidão Negativa de Áreas Embargadas do IBAMA, foi apresentado o Certificado de Regularidade (CR) do Cadastro Técnico Federal (CTF/APP e CTF/AIDA). Embora o CR ateste a regularidade cadastral e declaratória da empresa, ele não comprova a ausência de termos de embargo ou sanções ambientais aplicadas pelo órgão fiscalizador.   Emitir e apresentar a certidão específica de embargos junto ao portal do IBAMA.",IBAMA - Certidão Negativa de Embargos,APROVADO,
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"Seguro de Responsabilidade Civil:
Divergências identificadas:
Ausência de Cossegurado: O documento não inclui a Concessionária do Aeroporto Internacional de Florianópolis S.A. (ou VIX/MEA) como cossegurada. 
Falta de Cobertura de Danos Morais: Não há contratação explícita de cobertura para danos morais (mínimo de 20%).Restrição de Risco: 
A apólice está limitada a serviços de escritório, não cobrindo operações em aeroportos.",Seguro de Responsabilidade Civil,APROVADO,
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,"Seguro garantia:

O documento é de uma modalidade completamente diferente (Responsabilidade Civil). Ele não garante a execução do contrato, não cobre multas e nem protege contra passivos trabalhistas/previdenciários.",Seguro garantia,APROVADO,
CALHAS REIS LTDA,76324110000170,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO - Trazer a comprovação da subcontratação com a Mática.,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,EM_ELABORACAO,
CALHAS REIS LTDA,76324110000170,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 05/26 - Maio 2026 - Os valores de piso salarial e insalubridade (base R$ 1.547,60) estão corretos e em conformidade. Notamos apenas a falta do pagamento do DSR sobre as horas extras, conforme a Cláusula Quinta da convenção. Solicitamos o ajuste e a inclusão desta rubrica na folha para garantir o cumprimento total e evitar as multas da Cláusula 55ª.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 05/26 - Maio 2026 - Prezados, identificamos inconsistências nos holerites de abril de 2026 que requerem correção imediata: houve divergência na base de cálculo das horas extras e das faltas, além de uma redução na base do INSS. Também constatamos um desconto sem a devida autorização formal. Solicitamos a retificação dos valores para alinhar os pagamentos à CCT e à legislação.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,"SESMT - composição de acordo com NR 04 - 05/26 - Maio 2026 - Para fins de conformidade legal e validação da dispensa do SESMT (NR-4) de sua organização em nossa base, solicitamos a gentileza de nos enviar um comprovante recente do quantitativo de colaboradores registrados. Pode ser a folha de rosto da DCTFWeb, o Relatório RE (SEFIP) ou o extrato de vínculos do eSocial, contendo apenas a página que valide o total de ativos.",SESMT - composição de acordo com NR 04,EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,Seguro de Responsabilidade Civil - 05/26 - Maio 2026 - Trazer o da Mática Engenharia,Seguro de Responsabilidade Civil,EM_ELABORACAO,
CALHAS REIS LTDA,76324110000170,Seguro garantia - 05/26 - Maio 2026 - Trazer o da Mática,Seguro garantia,EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,DCTFWEB - 05/26 - Maio 2026 - Precisamos cruzar os dados da folha com as informações enviadas ao eSocial para garantir que os valores declarados ao governo batem exatamente com os holerites dos funcionários. O envio é essencial para concluir a auditoria e evitar multas por atraso. Aguardamos os documentos.,DCTFWEB,EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,"GFD - GUIA DO FGTS DIGITAL MENSAL - 05/26 - Maio 2026 - Identificamos que, na guia do FGTS Digital, apenas R$ 5.835,88 correspondem ao FGTS. O valor de R$ 2.590,34 foi alocado incorretamente como empréstimo consignado, misturando verbas e reduzindo o depósito real dos colaboradores. Solicitamos a retificação imediata da declaração para regularizar os repasses conforme a lei.",GFD - GUIA DO FGTS DIGITAL MENSAL,EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,Avaliação ergonômica - 05/26 - Maio 2026 - É necessário o envio do documento independente do período de atividade,Avaliação ergonômica,EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,"CIPA - composição / reuniões / atas/ treinamento - 05/26 - Maio 2026 - ara fins de conformidade com a NR-5 (CIPA), solicitamos o envio do comprovante do quantitativo de colaboradores da empresa (como a folha de rosto da DCTFWeb ou eSocial). Caso a organização esteja abaixo do limite de dimensionamento para comissão completa, pedimos a gentileza de nos enviar o certificado de treinamento do colaborador indicado como Designado CIPA.",CIPA - composição / reuniões / atas/ treinamento,EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,Laudo de Periculosidade - 05/26 - Maio 2026 - É necessário o envio do documento independente do período de atividade,Laudo de Periculosidade,EM_ELABORACAO,05/26 - Maio 2026
CALHAS REIS LTDA,76324110000170,Laudo de insalubridade - 05/26 - Maio 2026 - É necessário o envio do documento independente do período de atividade,Laudo de insalubridade,EM_ELABORACAO,05/26 - Maio 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"DCTFWEB - 01/26 - Janeiro 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",DCTFWEB,APROVADO,01/26 - Janeiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"DCTFWEB - 02/26 - Fevereiro 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",DCTFWEB,APROVADO,02/26 - Fevereiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"DCTFWEB - 12/25 - Dezembro 2025:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",DCTFWEB,APROVADO,12/25 - Dezembro 2025
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 12/25 - Dezembro 2025:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,12/25 - Dezembro 2025
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 04/26 - Abril 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,04/26 - Abril 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026:

A análise de FOPAG, holerites e guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise da FOPAG e demais guias de impostos, será feita após a inclusão do documento.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 12/25 - Dezembro 2025:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,12/25 - Dezembro 2025
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 01/26 - Janeiro 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,01/26 - Janeiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 02/26 - Fevereiro 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,02/26 - Fevereiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 03/26 - Março 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,03/26 - Março 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 04/26 - Abril 2026:

A análise  de guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise das demais guias de impostos, será feita após a inclusão do documento.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,04/26 - Abril 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"DCTFWEB - 06/26 - Junho 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",DCTFWEB,APROVADO,06/26 - Junho 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 07/26 - Julho 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,07/26 - Julho 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 06/26 - Junho 2026:

A análise  de guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise das demais guias de impostos, será feita após a inclusão do documento.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,06/26 - Junho 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 12/25 - Dezembro 2025:

A análise de FOPAG, holerites e guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise da FOPAG e demais guias de impostos, será feita após a inclusão do documento.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,12/25 - Dezembro 2025
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 02/26 - Fevereiro 2026:

A análise de FOPAG, holerites e guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise da FOPAG e demais guias de impostos, será feita após a inclusão do documento.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,02/26 - Fevereiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 03/26 - Março 2026:

A análise de FOPAG, holerites e guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise da FOPAG e demais guias de impostos, será feita após a inclusão do documento.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,03/26 - Março 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 04/26 - Abril 2026:

A análise de FOPAG, holerites e guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise da FOPAG e demais guias de impostos, será feita após a inclusão do documento.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,04/26 - Abril 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 12/25 - Dezembro 2025:

A análise  de guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise das demais guias de impostos, será feita após a inclusão do documento.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,12/25 - Dezembro 2025
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"PCMSO:

O documento não possui manifesto de assinatura digital ou código de verificação de autenticidade anexado ou impresso nas páginas do relatório.
Anexar a certificação/rastreio completo das assinaturas digitais dos responsáveis técnicos pelo documento, e gestores representantes da empresa.",PCMSO - GERAL,APROVADO,
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 07/26 - Julho 2026:

A análise de FOPAG, holerites e guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise da FOPAG e demais guias de impostos, será feita após a inclusão do documento.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,07/26 - Julho 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,CERTIDÃO NEGATIVA RECEITA ESTADUAL: Verificar irregularidade e atualizar documento.,CERTIDÃO NEGATIVA RECEITA ESTADUAL,APROVADO,
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PGR: Documento deve estar alinhado com PCMSO.,PGR - GERAL,APROVADO,
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"DCTFWEB - 06/26 - Junho 2026:

Identificado ausência de comprovação do pagamento bancário das guias DARF devidas no montante de R$ 717.410,95 (vencimento em 20/07/2026).  Para reanálise e aprovação, é indispensável a apresentação dos respectivos comprovantes de quitação bancária/Pix dos DARFs e das certidões das DCOMPs (R$ 923.095,86).",DCTFWEB,APROVADO,06/26 - Junho 2026
TELETEX COMPUTADORES E SISTEMAS LTDA,79345583000142,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 04/26 - Abril 2026:

Após o envio da FOPAG referente ao mês de ABRIL, será realizada nova análise.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,04/26 - Abril 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026, Salário Base: Atualizar o piso salarial de R$ 1.412,62 para R$ 1.553,88.  Diferenças Retroativas: Pagar as diferenças salariais relativas aos meses anteriores não reajustados.  Recalcular e ajustar os valores proporcionais de DSR, férias, 13º salário, FGTS, INSS e demais adicionais que utilizam o salário base como referência.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"Seguro de Responsabilidade Civil, Deve ser enviado o documento solicitado.",Seguro de Responsabilidade Civil,APROVADO,
LEVE ESTACIONAMENTO LTDA,34331150000108,"Seguro garantia, Deve ser enviado  o seguro vigente à época do contrato.",Seguro garantia,APROVADO,
LEVE ESTACIONAMENTO LTDA,34331150000108,"Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"PCMSO - 03/26 - Março 2026 sem relatório analítico, sem relatório de assinatura digital.",PCMSO - GERAL,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"PGR - 03/26 - Março 2026, sem relatório de assinatura digital.",PGR - GERAL,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"DCTFWEB, Deve ser o documento completo.

O documento apresentado refere-se à DCTFWeb, utilizada para apuração e confissão de débitos previdenciários e geração do DARF, não substituindo a SEFIP/GFIP, que é o instrumento específico para prestação de informações de vínculos e remunerações à Previdência Social e ao FGTS. Assim, a exigência de SEFIP não foi atendida. Base legal: Lei nº 8.212/1991; IN RFB nº 971/2009.",DCTFWEB,APROVADO,03/26 - Março 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"KIT RESCISÃO - Termo de rescisão sem as assinaturas dos colaboradores, e sem recibos de pagamento.",KIT RESCISÃO,APROVADO,04/26 - Abril 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"CIPA - composição / reuniões / atas/ treinamento:

Enviar os certificados devidamente assinados pelo instrutor responsável. 
Anexar o Termo de Designação de CIPA (ou a Ata de Posse / Eleição, conforme o dimensionamento do estabelecimento).
Anexar o Calendário de Reuniões Ordinárias ou Cronograma de Ações de CIPA.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
LEVE ESTACIONAMENTO LTDA,34331150000108,"KIT RESCISÃO - 06/26 - Junho 2026:

Termo de rescisão sem assinaturas do colaborador JOSENILDO, e represente da empresa, Kit incompleto - falta guias de pagamento de FGTS, cópia ultima folha ponto trabalhada e assinada.",KIT RESCISÃO,APROVADO,06/26 - Junho 2026
